name,selling_price,km_driven,fuel,transmission,owner,mileage,engine,seats,year
Hyundai Santro Xing GLS LPG,250000,100000,LPG,Manual,Second Owner,13.45 km/kg,1086 CC,5,2011
Honda Civic 1.8 V AT,280000,40000,Petrol,Automatic,Third Owner,12.9 kmpl,1799 CC,5,2009
Mahindra Xylo D2,300000,100000,Diesel,Manual,First Owner,13.0 kmpl,2489 CC,8,2010
Tata Safari Storme LX,900000,120000,Diesel,Manual,First Owner,14.1 kmpl,2179 CC,5,2016
Maruti Zen Estilo VXI BSIV,190000,60000,Petrol,Manual,First Owner,19.0 kmpl,998 CC,5,2014
Mahindra Bolero Power Plus Plus AC BSIV PS,800000,2000,Diesel,Manual,First Owner,15.96 kmpl,2523 CC,9,2019
Mahindra Scorpio EX,450000,100000,Diesel,Manual,First Owner,14.0 kmpl,2523 CC,8,2012
Mahindra Xylo D2 BS III,400000,110000,Diesel,Manual,First Owner,14.95 kmpl,2489 CC,7,2015
Tata New Safari Dicor VX 4X2 BS IV,150000,90000,Diesel,Manual,Second Owner,13.93 kmpl,2179 CC,7,2009
Tata Indigo CR4,200000,84321,Diesel,Manual,First Owner,23.57 kmpl,1396 CC,5,2011
Mahindra XUV500 W8 AWD,600000,177000,Diesel,Manual,First Owner,15.1 kmpl,2179 CC,7,2013
Tata Indica Vista Aqua 1.3 Quadrajet,175000,60000,Diesel,Manual,First Owner,18.0 kmpl,1248 CC,5,2010
Tata Indigo CS LE (TDI) BS-III,99000,205000,Diesel,Manual,Second Owner,19.09 kmpl,1396 CC,5,2008
Hyundai i10 Asta,215000,70000,Petrol,Manual,Second Owner,20.36 kmpl,1197 CC,5,2008
Maruti Omni E 8 Str STD,190000,70000,Petrol,Manual,Third Owner,,,,2011
Renault Duster 110PS Diesel RxL,520000,126000,Diesel,Manual,Second Owner,19.01 kmpl,1461 CC,5,2013
Ford Endeavour 3.2 Titanium AT 4X4,2280000,120000,Diesel,Automatic,Second Owner,10.91 kmpl,3198 CC,7,2016
Tata Indica Vista TDI LS,285000,70000,Diesel,Manual,First Owner,19.1 kmpl,1405 CC,5,2015
Mahindra TUV 300 T4 Plus,660000,82000,Diesel,Manual,First Owner,18.49 kmpl,1493 CC,7,2017
Maruti 800 Std,31504,110000,Petrol,Manual,Third Owner,16.1 kmpl,796 CC,4,2004
Maruti Swift Dzire VXI,515000,45000,Petrol,Manual,Second Owner,20.85 kmpl,1197 CC,5,2015
Nissan Sunny Diesel XL,295000,70000,Diesel,Manual,Second Owner,21.64 kmpl,1461 CC,5,2012
Nissan Terrano XL 85 PS,700000,80000,Diesel,Manual,Second Owner,20.45 kmpl,1461 CC,5,2015
Mahindra Scorpio Intelli Hybrid S6 Plus,1100000,45000,Diesel,Manual,First Owner,15.4 kmpl,2179 CC,7,2017
Hyundai EON 1.0 Era Plus,300000,60000,Petrol,Manual,First Owner,20.3 kmpl,998 CC,5,2017
Maruti Swift VXI,450000,41800,Petrol,Manual,First Owner,18.6 kmpl,1197 CC,5,2013
Maruti Estilo LXI,135000,132000,Petrol,Manual,Second Owner,,,,2010
Maruti Swift Dzire VDI,700000,50000,Diesel,Manual,Second Owner,28.4 kmpl,1248 CC,5,2017
Ford Figo Diesel ZXI,250000,40000,Diesel,Manual,First Owner,20.0 kmpl,1399 CC,5,2012
Maruti Wagon R LXI Minor,140000,96000,Petrol,Manual,Second Owner,18.9 kmpl,1061 CC,5,2009
Mahindra Xylo D4 BSIII,250000,117000,Diesel,Manual,First Owner,14.0 kmpl,2498 CC,8,2012
Hyundai i10 Era,210000,110000,Petrol,Manual,Second Owner,19.81 kmpl,1086 CC,5,2011
Honda Amaze S i-Dtech,420000,100000,Diesel,Manual,Second Owner,25.8 kmpl,1498 CC,5,2014
Maruti Alto LXi,130000,88700,Petrol,Manual,Third Owner,19.7 kmpl,796 CC,5,2007
Nissan Sunny XL,320000,70000,Petrol,Manual,Second Owner,16.95 kmpl,1498 CC,5,2012
Maruti Wagon R LX BSIII,200000,110000,Petrol,Manual,Second Owner,17.3 kmpl,1061 CC,5,2010
Maruti Alto 800 LXI,310000,15000,Petrol,Manual,First Owner,22.74 kmpl,796 CC,5,2016
Mahindra Verito 1.5 D4 BSIII,200000,80000,Diesel,Manual,Second Owner,20.8 kmpl,1461 CC,5,2012
Maruti Ritz VXi,350000,50000,Petrol,Manual,First Owner,18.5 kmpl,1197 CC,5,2014
Hyundai EON Sportz,444000,15000,Petrol,Manual,First Owner,21.1 kmpl,814 CC,5,2018
Datsun RediGO T,300000,25000,Petrol,Manual,First Owner,22.7 kmpl,799 CC,5,2017
Mahindra Verito 1.5 D4 BSIII,225000,57000,Diesel,Manual,Second Owner,21.0 kmpl,1461 CC,5,2011
Mahindra Bolero 2011-2019 ZLX,600000,75000,Diesel,Manual,First Owner,15.96 kmpl,2523 CC,7,2012
Maruti Eeco 5 Seater AC BSIV,260000,26000,Petrol,Manual,First Owner,15.37 kmpl,1196 CC,5,2013
Hyundai Xcent 1.1 CRDi S Option,375000,160000,Diesel,Manual,First Owner,24.4 kmpl,1120 CC,5,2015
Maruti Eeco 5 Seater AC BSIV,260000,26000,Petrol,Manual,First Owner,15.37 kmpl,1196 CC,5,2013
Maruti Alto LXi BSIII,150000,120000,Petrol,Manual,Second Owner,19.7 kmpl,796 CC,5,2010
Maruti Alto LXi,110000,50000,Petrol,Manual,Second Owner,19.7 kmpl,796 CC,5,2014
Maruti Alto LX,225000,40000,Petrol,Manual,First Owner,19.7 kmpl,796 CC,5,2012
Toyota Etios GD,400000,90000,Diesel,Manual,Third Owner,,,,2011
Maruti Esteem Vxi - BSII,93000,120000,Petrol,Manual,Third Owner,,,,2005
Honda City i VTEC V,860000,28000,Petrol,Manual,First Owner,17.8 kmpl,1497 CC,5,2017
Maruti Swift Dzire LDI,650000,50000,Diesel,Manual,First Owner,28.4 kmpl,1248 CC,5,2018
Maruti Ertiga ZDI,650000,90000,Diesel,Manual,First Owner,20.77 kmpl,1248 CC,7,2014
Hyundai Verna 1.4 CRDi,710000,40000,Diesel,Manual,First Owner,24.8 kmpl,1396 CC,5,2016
Ford Figo 1.5D Base MT,430000,113000,Diesel,Manual,First Owner,25.83 kmpl,1498 CC,5,2017
Maruti Swift Vdi BSIII,305000,188000,Diesel,Manual,Second Owner,17.8 kmpl,1248 CC,5,2011
Ford Figo Diesel Titanium,220000,100000,Diesel,Manual,First Owner,20.0 kmpl,1399 CC,5,2011
Tata Sumo MKII Turbo 2.0 LX,150000,225000,Diesel,Manual,Third Owner,14.0 kmpl,1948 CC,9,2010
Mahindra TUV 300 mHAWK100 T8,660000,67000,Diesel,Manual,Second Owner,18.49 kmpl,1493 CC,7,2017
Chevrolet Beat Diesel LT Option,140000,70000,Diesel,Manual,Fourth & Above Owner,25.44 kmpl,936 CC,5,2011
Toyota Corolla Altis JS MT,1100000,50000,Petrol,Manual,First Owner,14.28 kmpl,1798 CC,5,2015
Jaguar XF 2.2 Litre Luxury,2450000,60000,Diesel,Automatic,First Owner,16.36 kmpl,2179 CC,5,2013
Volkswagen Ameo 1.5 TDI Comfortline AT,625000,34000,Diesel,Automatic,First Owner,22.0 kmpl,1498 CC,5,2017
Honda City 1.5 GXI,198000,110000,Petrol,Manual,Third Owner,12.8 kmpl,1493 CC,5,2004
Hyundai Santro GS zipPlus,60000,71000,Petrol,Manual,Second Owner,,,,2001
Maruti Wagon R LXI,130000,140000,Petrol,Manual,Second Owner,18.9 kmpl,998 CC,5,2005
Honda City Corporate Edition,540000,100000,Petrol,Manual,Second Owner,16.8 kmpl,1497 CC,5,2012
Hyundai Grand i10 1.2 Kappa Sportz AT,550000,10000,Petrol,Automatic,First Owner,18.9 kmpl,1197 CC,5,2017
Maruti Celerio ZXI Optional,475000,30000,Petrol,Manual,First Owner,21.63 kmpl,998 CC,5,2018
Audi Q3 2.0 TDI Quattro Premium Plus,2825000,22000,Diesel,Automatic,First Owner,15.73 kmpl,1968 CC,5,2017
Honda Civic ZX Diesel BSIV,2125000,5500,Diesel,Manual,First Owner,26.8 kmpl,1597 CC,5,2020
BMW X1 sDrive20d M Sport,3350000,18000,Diesel,Automatic,First Owner,19.62 kmpl,1998 CC,5,2018
Toyota Innova Crysta 2.8 GX AT 8S BSIV,1800000,20000,Diesel,Automatic,First Owner,11.36 kmpl,2755 CC,8,2018
Hyundai Santro Asta BSIV,540000,7000,Petrol,Manual,First Owner,20.3 kmpl,1086 CC,5,2018
Force Gurkha Hard Top BS3 4WD,910000,20000,Diesel,Manual,First Owner,17.0 kmpl,2596 CC,5,2018
Maruti Celerio VXI,484999,4875,Petrol,Manual,First Owner,21.63 kmpl,998 CC,5,2019
Hyundai Creta 1.6 CRDi AT SX Plus,1950000,2700,Diesel,Automatic,First Owner,17.01 kmpl,1582 CC,5,2020
Maruti Vitara Brezza ZDi,950000,58511,Diesel,Manual,First Owner,24.3 kmpl,1248 CC,5,2018
Ford Figo 1.5D Titanium MT,365000,105000,Diesel,Manual,First Owner,25.83 kmpl,1498 CC,5,2015
Mahindra Thar CRDe ABS,900000,26235,Diesel,Manual,First Owner,16.55 kmpl,2498 CC,6,2018
Tata Nexon 1.5 Revotorq XZ Plus,919999,26766,Diesel,Manual,First Owner,21.5 kmpl,1497 CC,5,2017
MG Hector Sharp DCT Dualtone,1900000,1600,Petrol,Automatic,First Owner,13.96 kmpl,1451 CC,5,2020
Mercedes-Benz New C-Class C 220 CDI Elegance MT,2950000,46000,Diesel,Manual,First Owner,15.8 kmpl,2148 CC,5,2018
Mahindra Marazzo M2 BSIV,1075000,23000,Diesel,Manual,First Owner,17.3 kmpl,1497 CC,7,2019
Maruti Swift VXI Optional,600000,24522,Petrol,Manual,First Owner,20.4 kmpl,1197 CC,5,2017
BMW 3 Series 320d,3200000,13663,Diesel,Automatic,First Owner,22.69 kmpl,1995 CC,5,2017
Skoda Octavia Style Plus 2.0 TDI AT,2600000,11000,Diesel,Automatic,First Owner,19.3 kmpl,1968 CC,5,2019
Maruti Vitara Brezza ZDi Plus,839000,63000,Diesel,Manual,First Owner,24.3 kmpl,1248 CC,5,2016
Volkswagen Polo 1.2 MPI Comfortline,635000,2000,Petrol,Manual,First Owner,16.2 kmpl,1199 CC,5,2019
Mahindra Scorpio VLX 2WD AIRBAG BSIV,550000,300000,Diesel,Manual,Third Owner,12.05 kmpl,2179 CC,8,2014
Mahindra Logan Diesel 1.5 DLE,180000,190000,Diesel,Manual,Third Owner,19.2 kmpl,1461 CC,5,2011
Honda City i DTEC E,650000,80000,Diesel,Manual,First Owner,26.0 kmpl,1498 CC,5,2015
Honda Jazz Select Edition Active,350000,80000,Petrol,Manual,Second Owner,16.0 kmpl,1198 CC,5,2011
Maruti Alto K10 LXI,265000,54000,Petrol,Manual,First Owner,23.95 kmpl,998 CC,5,2015
Renault KWID 1.0 RXT Optional,330000,30000,Petrol,Manual,First Owner,23.01 kmpl,999 CC,5,2018
Maruti Eeco 7 Seater Standard BSIV,395000,5000,Petrol,Manual,First Owner,15.37 kmpl,1196 CC,7,2019
Mahindra TUV 300 T8,700000,58945,Diesel,Manual,First Owner,18.49 kmpl,1493 CC,7,2015
Ford Figo Diesel Titanium,300000,90000,Diesel,Manual,First Owner,20.0 kmpl,1399 CC,5,2012
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,650000,375000,Diesel,Manual,First Owner,12.8 kmpl,2494 CC,8,2011
Maruti Ertiga VDI,625000,160000,Diesel,Manual,Third Owner,20.77 kmpl,1248 CC,7,2013
Volkswagen Polo GT TDI,425000,80000,Diesel,Manual,Second Owner,15.11 kmpl,1598 CC,5,2014
Maruti 800 AC BSII,55000,50000,Petrol,Manual,Third Owner,16.1 kmpl,796 CC,4,2004
Tata Indigo CS LX (TDI) BS-III,250000,80000,Diesel,Manual,Second Owner,19.09 kmpl,1405 CC,5,2015
Mahindra Bolero 2011-2019 Plus AC,459999,156975,Diesel,Manual,First Owner,15.96 kmpl,2523 CC,9,2015
Toyota Corolla Altis 1.4 DGL,1594000,5000,Diesel,Manual,First Owner,21.43 kmpl,1364 CC,5,2017
Chevrolet Sail 1.2 LS ABS,300000,50000,Petrol,Manual,First Owner,18.2 kmpl,1199 CC,5,2014
Ford EcoSport 1.5 TDCi Titanium BSIV,950000,27620,Diesel,Manual,First Owner,22.77 kmpl,1498 CC,5,2018
Mahindra Scorpio LX,484999,120000,Diesel,Manual,First Owner,12.05 kmpl,2179 CC,9,2013
Mahindra Xylo E8,161000,120000,Diesel,Manual,Third Owner,14.0 kmpl,2498 CC,8,2009
Hyundai i20 Active 1.2 S,500000,58000,Petrol,Manual,First Owner,17.19 kmpl,1197 CC,5,2015
Nissan Sunny XV,350000,50000,Petrol,Manual,First Owner,16.95 kmpl,1498 CC,5,2012
Maruti Ignis 1.2 AMT Alpha BSIV,550000,40000,Petrol,Automatic,First Owner,20.89 kmpl,1197 CC,5,2017
Honda WR-V i-VTEC VX,850000,7800,Petrol,Manual,First Owner,17.5 kmpl,1199 CC,5,2018
Maruti Alto 800 LXI,240000,50000,Petrol,Manual,First Owner,22.74 kmpl,796 CC,5,2016
Ford Endeavour 2.5L 4X2 MT,950000,68000,Diesel,Manual,First Owner,13.1 kmpl,2499 CC,7,2011
Maruti Ertiga VXI,423000,60000,Petrol,Manual,Second Owner,16.02 kmpl,1373 CC,7,2015
Tata Indigo GLS,90000,74000,Petrol,Manual,Second Owner,12.8 kmpl,1396 CC,5,2005
Tata New Safari DICOR 2.2 VX 4x2 BS IV,350000,58000,Diesel,Manual,Second Owner,13.93 kmpl,2179 CC,7,2011
Maruti A-Star Vxi,170000,70000,Petrol,Manual,Third Owner,19.0 kmpl,998 CC,5,2011
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,450000,70000,Petrol,Manual,First Owner,18.16 kmpl,1196 CC,5,2015
Hyundai i10 Magna,150000,110000,Petrol,Manual,Second Owner,20.36 kmpl,1197 CC,5,2009
Hyundai Santro LP zipPlus,75000,80000,Petrol,Manual,Third Owner,,,,2002
Hyundai i20 Sportz 1.4 CRDi,511000,80000,Diesel,Manual,First Owner,22.54 kmpl,1396 CC,5,2016
Maruti Ertiga 1.5 VDI,850000,59000,Diesel,Manual,First Owner,24.2 kmpl,1498 CC,7,2018
Tata Indica V2 eLS,250000,110000,Diesel,Manual,First Owner,25.0 kmpl,1396 CC,5,2018
Maruti Celerio ZXI,420000,25000,Petrol,Manual,First Owner,21.63 kmpl,998 CC,5,2020
Maruti Alto 800 LXI,180000,55000,Petrol,Manual,First Owner,22.74 kmpl,796 CC,5,2014
Maruti Celerio ZDi,400000,25000,Diesel,Manual,First Owner,27.62 kmpl,793 CC,5,2015
Mahindra Xylo E4,150000,300000,Diesel,Manual,First Owner,14.0 kmpl,2498 CC,7,2009
Ford Figo 1.5D Titanium MT,500000,143200,Diesel,Manual,First Owner,25.83 kmpl,1498 CC,5,2016
Jeep Compass 2.0 Longitude Option BSIV,1689999,60000,Diesel,Manual,First Owner,17.1 kmpl,1956 CC,5,2017
Nissan Micra Diesel XV Premium,204999,120000,Diesel,Manual,First Owner,23.08 kmpl,1461 CC,5,2012
Maruti Ciaz VDi Plus,459999,145000,Diesel,Manual,Second Owner,26.21 kmpl,1248 CC,5,2014
Hyundai i20 2015-2017 Magna 1.2,600000,30000,Petrol,Manual,First Owner,18.6 kmpl,1197 CC,5,2017
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,585000,8000,Petrol,Manual,First Owner,18.9 kmpl,1197 CC,5,2019
Ford Endeavour 2.5L 4X2 MT,551000,170000,Diesel,Manual,First Owner,13.1 kmpl,2499 CC,7,2012
Maruti Swift Dzire LDI,525000,100000,Diesel,Manual,First Owner,23.4 kmpl,1248 CC,5,2013
Maruti Omni 8 Seater BSIV,160000,62000,Petrol,Manual,First Owner,14.0 kmpl,796 CC,5,2012
Mahindra XUV500 W8 AWD,825000,110000,Diesel,Manual,First Owner,15.1 kmpl,2179 CC,7,2014
Hyundai Santro Xing GL CNG,127000,137000,CNG,Manual,First Owner,,,,2007
Chevrolet Tavera Neo 3 LS 9 Str BSIII,600000,80000,Diesel,Manual,Second Owner,13.58 kmpl,2499 CC,9,2015
Maruti Zen Base,65000,80000,Petrol,Manual,Second Owner,17.3 kmpl,993 CC,5,2002
Maruti Swift Dzire VDI,550000,100000,Diesel,Manual,First Owner,23.4 kmpl,1248 CC,5,2013
Mahindra Bolero 2011-2019 Plus - AC BSIII,650000,120000,Diesel,Manual,First Owner,15.96 kmpl,2523 CC,9,2015
Maruti Swift Dzire VDI,750000,24000,Diesel,Manual,First Owner,28.4 kmpl,1248 CC,5,2019
Mahindra KUV 100 mFALCON D75 K8,380000,80000,Diesel,Manual,First Owner,25.32 kmpl,1198 CC,6,2017
Hyundai Verna 1.6 SX CRDi (O),400000,138000,Diesel,Manual,First Owner,22.32 kmpl,1582 CC,5,2012
Maruti Wagon R LXI,50000,147000,Petrol,Manual,Fourth & Above Owner,18.9 kmpl,998 CC,5,2003
Mahindra TUV 300 mHAWK100 T8 Dual Tone,750000,60000,Diesel,Manual,First Owner,18.49 kmpl,1493 CC,7,2017
Chevrolet Spark 1.0 LS,150000,80000,Petrol,Manual,First Owner,18.0 kmpl,995 CC,5,2011
Maruti Alto 800 LXI,245000,50000,Petrol,Manual,First Owner,22.74 kmpl,796 CC,5,2016
Tata Manza Club Class Quadrajet90 VX,260000,189000,Diesel,Manual,First Owner,21.02 kmpl,1248 CC,5,2013
Volkswagen Vento 1.5 TDI Highline AT,411000,90000,Diesel,Automatic,Second Owner,21.21 kmpl,1498 CC,5,2014
Hyundai i20 Sportz 1.4 CRDi,450000,56000,Diesel,Manual,First Owner,21.9 kmpl,1396 CC,5,2014
BMW 3 Series 320d Luxury Line,1300000,140000,Diesel,Automatic,Second Owner,18.88 kmpl,1995 CC,5,2012
Maruti Celerio VXI,351000,60000,Petrol,Manual,First Owner,23.1 kmpl,998 CC,5,2016
Mahindra XUV500 W8 4WD,550000,130000,Diesel,Manual,First Owner,15.1 kmpl,2179 CC,7,2012
BMW 3 Series 320d Luxury Plus,1300000,140000,Diesel,Automatic,Second Owner,18.88 kmpl,1995 CC,5,2013
Tata Manza Club Class Quadrajet90 VX,260000,189000,Diesel,Manual,First Owner,21.02 kmpl,1248 CC,5,2013
Volkswagen Vento 1.5 TDI Highline AT,411000,90000,Diesel,Automatic,Second Owner,21.21 kmpl,1498 CC,5,2014
Hyundai i20 Sportz 1.4 CRDi,450000,56000,Diesel,Manual,First Owner,21.9 kmpl,1396 CC,5,2014
BMW 3 Series 320d Luxury Line,1300000,140000,Diesel,Automatic,Second Owner,18.88 kmpl,1995 CC,5,2012
Maruti Celerio VXI,351000,60000,Petrol,Manual,First Owner,23.1 kmpl,998 CC,5,2016
Mahindra XUV500 W8 4WD,550000,130000,Diesel,Manual,First Owner,15.1 kmpl,2179 CC,7,2012
BMW 3 Series 320d Luxury Plus,1300000,140000,Diesel,Automatic,Second Owner,18.88 kmpl,1995 CC,5,2013
Nissan Terrano XE 85 PS,750000,35000,Diesel,Manual,First Owner,20.45 kmpl,1461 CC,5,2016
Nissan Terrano XL 85 PS,800000,35000,Diesel,Manual,First Owner,20.45 kmpl,1461 CC,5,2015
Tata New Safari DICOR 2.2 EX 4x2,350000,156000,Diesel,Manual,First Owner,11.57 kmpl,2179 CC,7,2011
Maruti Alto 800 LX,200000,90000,Petrol,Manual,First Owner,22.74 kmpl,796 CC,5,2013
Tata Indigo LS,150000,60000,Diesel,Manual,Third Owner,17.0 kmpl,1405 CC,5,2008
Nissan Terrano XL 110 PS,800000,36000,Diesel,Manual,First Owner,19.01 kmpl,1461 CC,5,2016
Hyundai EON Era Plus Sports Edition,350000,20000,Petrol,Manual,Second Owner,21.1 kmpl,814 CC,5,2017
Tata New Safari DICOR 2.2 VX 4x2,350000,160000,Diesel,Manual,First Owner,13.93 kmpl,2179 CC,7,2011
Mahindra Scorpio 2.6 Turbo 9 Str,250000,185000,Diesel,Manual,First Owner,12.7 kmpl,2609 CC,9,2006
Tata Indica Vista Terra 1.4 TDI,170000,110000,Diesel,Manual,Second Owner,17.0 kmpl,1405 CC,5,2010
Renault KWID RXT Optional,395000,10800,Petrol,Manual,First Owner,25.17 kmpl,799 CC,5,2018
Mahindra Bolero 2011-2019 SLE,450000,120000,Diesel,Manual,First Owner,15.96 kmpl,2523 CC,7,2012
Maruti Ignis 1.2 Delta BSIV,500000,15000,Petrol,Manual,First Owner,20.89 kmpl,1197 CC,5,2019
Tata Sumo EX 10/7 Str BSIII,200000,67500,Diesel,Manual,First Owner,12.2 kmpl,1948 CC,10,2012
Tata Hexa XM,1200000,30000,Diesel,Manual,First Owner,17.6 kmpl,2179 CC,7,2017
Mahindra KUV 100 mFALCON D75 K8,400000,50000,Diesel,Manual,First Owner,25.32 kmpl,1198 CC,6,2016
Mahindra TUV 300 T8,650000,100000,Diesel,Manual,First Owner,18.49 kmpl,1493 CC,7,2016
Mahindra Bolero 2011-2019 DI - AC BS III,550000,150000,Diesel,Manual,First Owner,15.96 kmpl,2523 CC,9,2016
Mahindra XUV500 W10 2WD,1100000,110000,Diesel,Manual,First Owner,16.0 kmpl,2179 CC,7,2015
Maruti Alto 800 LXI,254999,30000,Petrol,Manual,First Owner,22.74 kmpl,796 CC,5,2012
Maruti Alto LXi,180000,60000,Petrol,Manual,First Owner,19.7 kmpl,796 CC,5,2011
Mahindra Xylo D2,160000,255000,Diesel,Manual,Second Owner,13.0 kmpl,2489 CC,8,2010
Chevrolet Optra Magnum 2.0 LT BS3,225000,120000,Diesel,Manual,Second Owner,16.52 kmpl,1991 CC,5,2008
Maruti Alto 800 LXI,270000,49900,Petrol,Manual,Second Owner,22.74 kmpl,796 CC,5,2015
Tata Manza Aura Quadrajet BS IV,310000,86000,Diesel,Manual,First Owner,21.12 kmpl,1248 CC,5,2012
Datsun GO T BSIV,225000,71850,Petrol,Manual,First Owner,20.63 kmpl,1198 CC,5,2015
Fiat Grande Punto EVO 1.3 Dynamic,300000,95000,Diesel,Manual,Third Owner,21.2 kmpl,1248 CC,5,2015
Maruti Swift Dzire VXi,250000,70000,Petrol,Manual,Fourth & Above Owner,17.5 kmpl,1298 CC,5,2008
Hyundai EON Sportz,180000,35000,Petrol,Manual,First Owner,21.1 kmpl,814 CC,5,2011
Maruti Swift Dzire VXI,550000,50000,Petrol,Manual,First Owner,20.85 kmpl,1197 CC,5,2015
Mahindra Bolero XL 10 Seater Non AC,300000,120000,Diesel,Manual,Third Owner,13.6 kmpl,2523 CC,7,2007
Hyundai Elantra CRDi SX,900000,145000,Diesel,Manual,First Owner,22.7 kmpl,1582 CC,5,2015
Tata Sumo EX BS IV,254999,190000,Diesel,Manual,Third Owner,,,,2012
Mahindra XUV500 W9 2WD,1530000,40000,Diesel,Manual,First Owner,16.0 kmpl,2179 CC,7,2018
Maruti Baleno Delta 1.3,590000,110000,Diesel,Manual,First Owner,27.39 kmpl,1248 CC,5,2015
Maruti Wagon R LXI DUO BSIII,170000,112000,LPG,Manual,Second Owner,17.3 km/kg,1061 CC,5,2008
Audi A3 35 TDI Premium Plus,2600000,70000,Diesel,Automatic,First Owner,20.38 kmpl,1968 CC,5,2017
Maruti Ritz VDi,475000,110000,Diesel,Manual,First Owner,23.2 kmpl,1248 CC,5,2016
Hyundai Grand i10 1.2 CRDi Asta,700000,29000,Diesel,Manual,First Owner,24.0 kmpl,1186 CC,5,2018
Maruti Wagon R VXI BS IV,376000,60000,Petrol,Manual,First Owner,18.9 kmpl,998 CC,5,2011
Hyundai Santro GS zipDrive - Euro I,100000,120000,Petrol,Manual,Fourth & Above Owner,,,,2002
Maruti 800 Std BSII,75000,46000,Petrol,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,4,2004
Mahindra Scorpio VLS AT 2.2 mHAWK,440000,120000,Diesel,Automatic,Third Owner,11.79 kmpl,2179 CC,8,2012
Maruti Wagon R VXI Optional,390000,80000,Petrol,Manual,First Owner,20.51 kmpl,998 CC,5,2016
Toyota Innova 2.5 VX 7 STR,725000,159000,Diesel,Manual,Second Owner,12.8 kmpl,2494 CC,7,2012
Mahindra Bolero 2011-2019 SLE,325000,110000,Diesel,Manual,Second Owner,15.96 kmpl,2523 CC,7,2012
Maruti Alto LXi,170000,75000,Petrol,Manual,Second Owner,19.7 kmpl,796 CC,5,2010
Maruti Swift Dzire LDi,215000,120000,Diesel,Manual,Third Owner,19.3 kmpl,1248 CC,5,2010
Honda City 1.5 V Inspire,350000,110000,Petrol,Manual,Third Owner,17.0 kmpl,1497 CC,5,2010
Chevrolet Spark 1.0 LS,80000,80000,Petrol,Manual,Fourth & Above Owner,18.0 kmpl,995 CC,5,2009
Hyundai EON Magna Plus,195000,80000,Petrol,Manual,Second Owner,21.1 kmpl,814 CC,5,2012
Maruti Swift VDI BSIV W ABS,280000,85000,Diesel,Manual,First Owner,,,,2011
Nissan Sunny Diesel XL,335000,71000,Diesel,Manual,First Owner,21.64 kmpl,1461 CC,5,2014
Mahindra XUV500 W6 2WD,475000,108000,Diesel,Manual,First Owner,16.0 kmpl,2179 CC,7,2011
Renault Duster 85PS Diesel RxL,484999,75000,Diesel,Manual,First Owner,19.87 kmpl,1461 CC,5,2015
Maruti Ciaz Delta BSIV,650000,22000,Petrol,Manual,Second Owner,21.56 kmpl,1462 CC,5,2018
Audi Q5 3.0 TDI Quattro,1850000,76131,Diesel,Automatic,First Owner,13.22 kmpl,2967 CC,5,2014
Hyundai i20 1.2 Asta,700000,30000,Petrol,Manual,Second Owner,18.6 kmpl,1197 CC,5,2018
Audi Q7 3.0 TDI Quattro,3000000,65000,Diesel,Automatic,First Owner,12.07 kmpl,2967 CC,7,2014
Mahindra Scorpio S3 9 Seater BSIV,900000,60000,Diesel,Manual,First Owner,15.4 kmpl,2523 CC,7,2018
Volkswagen Polo Diesel Highline 1.2L,350000,80000,Diesel,Manual,First Owner,22.07 kmpl,1199 CC,5,2013
Honda Accord V6 AT,285000,80000,Petrol,Automatic,Second Owner,9.0 kmpl,2997 CC,5,2005
Audi Q7 3.0 TDI Quattro Premium Plus,1850000,70000,Diesel,Automatic,First Owner,12.07 kmpl,2967 CC,7,2012
Maruti Vitara Brezza VDi,750000,51777,Diesel,Manual,First Owner,24.3 kmpl,1248 CC,5,2017
Land Rover Freelander 2 TD4 HSE,1650000,64788,Diesel,Automatic,First Owner,0.0 kmpl,2179 CC,5,2013
Honda Amaze V Petrol BSIV,600000,20000,Petrol,Manual,First Owner,19.5 kmpl,1199 CC,5,2018
Volkswagen Polo 2015-2019 1.0 MPI Comfortline,565000,19000,Petrol,Manual,First Owner,18.78 kmpl,999 CC,5,2018
Daewoo Matiz SS,86000,46951,Petrol,Manual,First Owner,18.5 kmpl,796 CC,5,2000
Datsun GO T BSIV,329000,19000,Petrol,Manual,First Owner,20.63 kmpl,1198 CC,5,2016
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,650000,50000,Diesel,Manual,First Owner,22.77 kmpl,1498 CC,5,2016
Hyundai Creta 1.6 CRDi SX Option,822000,60000,Diesel,Manual,First Owner,19.67 kmpl,1582 CC,5,2015
Renault Duster 110PS Diesel RxL,345000,100000,Diesel,Manual,Second Owner,19.01 kmpl,1461 CC,5,2013
Maruti Zen LXI,30000,10000,Petrol,Manual,First Owner,17.3 kmpl,993 CC,5,2001
Maruti Swift VDI,330000,50000,Diesel,Manual,Second Owner,22.9 kmpl,1248 CC,5,2012
Maruti Wagon R Stingray VXI,300000,74537,Petrol,Manual,Second Owner,20.51 kmpl,998 CC,5,2014
Maruti SX4 ZXI AT,200000,90000,Petrol,Automatic,Second Owner,12.6 kmpl,1586 CC,5,2009
